event_id,sport,market_type,selection,opening_line,closing_line,opening_odds,closing_odds,result,timestamp
567,NFL,spread,Selection_567,-1.7,-2.3,-120,-130,1,2023-10-03 15:17:24.696464308
568,NBA,spread,Selection_568,6.3,6.9,110,110,1,2023-10-04 02:58:40.747164776
569,NFL,over_under,Selection_569,-6.4,-6.8,120,120,0,2023-10-04 14:39:56.797865244
570,NHL,player_prop,Selection_570,-9.7,-9.7,150,140,1,2023-10-05 02:21:12.848565708
571,NBA,moneyline,Selection_571,1.8,-2.2,-250,-250,0,2023-10-05 14:02:28.899266176
572,MLB,moneyline,Selection_572,8.3,7.3,120,120,0,2023-10-06 01:43:44.949966644
573,NFL,spread,Selection_573,7.3,8.3,110,110,0,2023-10-06 13:25:01.000667112
574,NBA,moneyline,Selection_574,-0.6,0.9,120,110,0,2023-10-07 01:06:17.051367576
575,NHL,over_under,Selection_575,1.8,1.5,-130,-120,0,2023-10-07 12:47:33.102068044
576,MLB,spread,Selection_576,-8.0,-7.1,-115,-115,1,2023-10-08 00:28:49.152768512
577,NFL,spread,Selection_577,9.2,10.1,-115,-115,0,2023-10-08 12:10:05.203468980
578,NFL,player_prop,Selection_578,3.8,3.1,-175,-170,1,2023-10-08 23:51:21.254169444
579,NBA,moneyline,Selection_579,4.1,5.0,175,175,0,2023-10-09 11:32:37.304869912
580,NFL,over_under,Selection_580,-5.6,-5.7,-200,-190,0,2023-10-09 23:13:53.355570380
581,NBA,spread,Selection_581,7.7,8.1,120,110,0,2023-10-10 10:55:09.406270848
582,NFL,player_prop,Selection_582,2.0,3.4,150,150,0,2023-10-10 22:36:25.456971312
583,MLB,player_prop,Selection_583,-0.9,-3.0,-130,-135,1,2023-10-11 10:17:41.507671780
584,NBA,player_prop,Selection_584,-1.3,1.6,-250,-245,1,2023-10-11 21:58:57.558372248
585,NBA,moneyline,Selection_585,2.6,1.7,250,255,1,2023-10-12 09:40:13.609072716
586,NBA,player_prop,Selection_586,0.4,0.5,130,140,1,2023-10-12 21:21:29.659773180
587,NFL,over_under,Selection_587,5.9,5.5,250,240,1,2023-10-13 09:02:45.710473648
588,NBA,spread,Selection_588,-2.8,-4.5,-115,-115,1,2023-10-13 20:44:01.761174116
589,NBA,spread,Selection_589,-4.7,-6.1,-175,-175,1,2023-10-14 08:25:17.811874584
590,NBA,spread,Selection_590,-1.5,-0.8,110,115,1,2023-10-14 20:06:33.862575048
591,NBA,over_under,Selection_591,-4.1,-4.2,115,115,0,2023-10-15 07:47:49.913275516
592,NFL,over_under,Selection_592,2.7,3.3,-105,-110,1,2023-10-15 19:29:05.963975984
593,NFL,moneyline,Selection_593,-9.3,-9.8,120,125,0,2023-10-16 07:10:22.014676452
594,NBA,over_under,Selection_594,-7.6,-7.3,-115,-125,0,2023-10-16 18:51:38.065376916
595,NFL,player_prop,Selection_595,3.8,2.7,110,105,1,2023-10-17 06:32:54.116077384
596,NBA,spread,Selection_596,8.8,8.8,115,125,1,2023-10-17 18:14:10.166777852
597,MLB,over_under,Selection_597,9.4,9.1,105,115,1,2023-10-18 05:55:26.217478320
598,NFL,moneyline,Selection_598,-5.6,-7.9,200,195,1,2023-10-18 17:36:42.268178784
599,NBA,over_under,Selection_599,3.6,2.2,-115,-125,1,2023-10-19 05:17:58.318879252
600,NFL,player_prop,Selection_600,9.9,9.3,120,120,0,2023-10-19 16:59:14.369579720
601,NBA,player_prop,Selection_601,1.6,4.4,100,105,1,2023-10-20 04:40:30.420280184
602,NHL,moneyline,Selection_602,4.8,5.0,175,175,0,2023-10-20 16:21:46.470980652
603,NFL,moneyline,Selection_603,-1.9,-1.2,120,120,1,2023-10-21 04:03:02.521681120
604,NBA,player_prop,Selection_604,2.2,3.4,110,115,0,2023-10-21 15:44:18.572381588
605,MLB,player_prop,Selection_605,-7.7,-8.7,-105,-105,0,2023-10-22 03:25:34.623082052
606,NFL,spread,Selection_606,8.5,9.8,-200,-190,0,2023-10-22 15:06:50.673782520
607,NBA,player_prop,Selection_607,0.3,-0.5,250,250,0,2023-10-23 02:48:06.724482988
608,NBA,moneyline,Selection_608,0.1,-1.8,200,200,1,2023-10-23 14:29:22.775183456
609,NBA,over_under,Selection_609,3.2,3.9,115,115,1,2023-10-24 02:10:38.825883920
610,NFL,moneyline,Selection_610,6.2,6.2,175,165,1,2023-10-24 13:51:54.876584388
611,NBA,spread,Selection_611,0.8,1.9,110,110,1,2023-10-25 01:33:10.927284856
612,NFL,player_prop,Selection_612,5.8,6.4,-120,-125,1,2023-10-25 13:14:26.977985324
613,NFL,moneyline,Selection_613,-4.8,-2.2,150,155,1,2023-10-26 00:55:43.028685788
614,NBA,moneyline,Selection_614,-0.9,-2.1,100,90,1,2023-10-26 12:36:59.079386256
615,NFL,spread,Selection_615,0.9,-2.7,-115,-125,1,2023-10-27 00:18:15.130086724
616,NBA,over_under,Selection_616,1.8,4.0,115,110,1,2023-10-27 11:59:31.180787192
617,NHL,over_under,Selection_617,-9.2,-8.8,-110,-120,1,2023-10-27 23:40:47.231487656
618,NHL,player_prop,Selection_618,-6.0,-2.7,130,130,0,2023-10-28 11:22:03.282188124
619,NBA,over_under,Selection_619,6.4,4.6,130,125,1,2023-10-28 23:03:19.332888592
620,NBA,over_under,Selection_620,4.0,3.1,175,170,0,2023-10-29 10:44:35.383589060
621,NFL,moneyline,Selection_621,0.0,1.1,250,255,1,2023-10-29 22:25:51.434289524
622,MLB,moneyline,Selection_622,-8.6,-7.2,130,130,1,2023-10-30 10:07:07.484989992
623,NFL,spread,Selection_623,1.7,3.4,-200,-200,0,2023-10-30 21:48:23.535690460
624,NFL,over_under,Selection_624,1.2,3.8,110,100,0,2023-10-31 09:29:39.586390928
625,NBA,over_under,Selection_625,-5.0,-5.1,115,120,0,2023-10-31 21:10:55.637091392
626,NBA,over_under,Selection_626,-3.3,-3.8,-150,-150,1,2023-11-01 08:52:11.687791860
627,NBA,player_prop,Selection_627,-8.6,-10.0,-120,-130,0,2023-11-01 20:33:27.738492328
628,MLB,player_prop,Selection_628,-3.6,-5.6,-105,-115,0,2023-11-02 08:14:43.789192796
629,NBA,moneyline,Selection_629,-3.5,-0.8,110,100,1,2023-11-02 19:55:59.839893260
630,NBA,over_under,Selection_630,-6.3,-6.5,-200,-200,0,2023-11-03 07:37:15.890593728
631,NFL,player_prop,Selection_631,0.1,1.7,150,160,0,2023-11-03 19:18:31.941294196
632,NBA,moneyline,Selection_632,0.6,3.1,-150,-150,0,2023-11-04 06:59:47.991994664
633,NBA,over_under,Selection_633,-1.0,-1.6,100,110,1,2023-11-04 18:41:04.042695128
634,NBA,spread,Selection_634,-7.5,-5.8,130,120,0,2023-11-05 06:22:20.093395596
635,NBA,over_under,Selection_635,0.7,-1.3,-250,-240,0,2023-11-05 18:03:36.144096064
636,NFL,player_prop,Selection_636,1.8,2.7,130,130,0,2023-11-06 05:44:52.194796532
637,NFL,spread,Selection_637,5.4,6.9,130,130,0,2023-11-06 17:26:08.245496996
638,NFL,spread,Selection_638,-4.4,-3.8,-105,-105,1,2023-11-07 05:07:24.296197464
639,NFL,moneyline,Selection_639,-4.3,-3.8,200,190,0,2023-11-07 16:48:40.346897932
640,NBA,player_prop,Selection_640,0.6,-0.5,-150,-150,1,2023-11-08 04:29:56.397598400
641,NHL,spread,Selection_641,0.6,-0.5,115,110,1,2023-11-08 16:11:12.448298864
642,NFL,spread,Selection_642,-2.7,0.4,-200,-200,0,2023-11-09 03:52:28.498999332
643,NBA,moneyline,Selection_643,6.5,6.3,150,150,0,2023-11-09 15:33:44.549699800
644,MLB,moneyline,Selection_644,-9.6,-12.4,150,155,0,2023-11-10 03:15:00.600400264
645,NFL,over_under,Selection_645,-2.5,-2.0,-120,-130,1,2023-11-10 14:56:16.651100732
646,NBA,over_under,Selection_646,-6.1,-6.6,-110,-110,0,2023-11-11 02:37:32.701801200
647,NFL,moneyline,Selection_647,0.3,-1.2,-175,-165,0,2023-11-11 14:18:48.752501668
648,NBA,spread,Selection_648,3.2,2.0,-115,-110,0,2023-11-12 02:00:04.803202132
649,NBA,moneyline,Selection_649,8.5,8.1,-150,-160,1,2023-11-12 13:41:20.853902600
650,NBA,player_prop,Selection_650,-9.7,-11.9,-150,-150,1,2023-11-13 01:22:36.904603068
651,MLB,spread,Selection_651,-8.7,-8.0,110,110,0,2023-11-13 13:03:52.955303536
652,NBA,spread,Selection_652,1.7,1.6,-110,-110,0,2023-11-14 00:45:09.006004000
653,NBA,player_prop,Selection_653,7.1,9.3,115,115,1,2023-11-14 12:26:25.056704468
654,NFL,moneyline,Selection_654,5.0,6.3,250,250,0,2023-11-15 00:07:41.107404936
655,NBA,over_under,Selection_655,8.8,11.5,-175,-175,0,2023-11-15 11:48:57.158105404
656,NBA,over_under,Selection_656,1.8,2.2,-150,-150,0,2023-11-15 23:30:13.208805868
657,NBA,over_under,Selection_657,0.2,1.6,200,200,1,2023-11-16 11:11:29.259506336
658,NHL,moneyline,Selection_658,7.6,9.0,-105,-100,0,2023-11-16 22:52:45.310206804
659,NFL,over_under,Selection_659,8.2,9.2,120,115,1,2023-11-17 10:34:01.360907272
660,NFL,moneyline,Selection_660,3.2,3.6,-110,-115,1,2023-11-17 22:15:17.411607736
661,NBA,over_under,Selection_661,0.9,3.6,-110,-120,1,2023-11-18 09:56:33.462308204
662,NFL,player_prop,Selection_662,-4.7,-5.2,105,110,0,2023-11-18 21:37:49.513008672
663,NFL,moneyline,Selection_663,-5.2,-6.1,100,100,1,2023-11-19 09:19:05.563709140
664,NFL,player_prop,Selection_664,0.6,1.7,-105,-95,0,2023-11-19 21:00:21.614409604
665,NBA,player_prop,Selection_665,-0.6,-0.0,-200,-200,1,2023-11-20 08:41:37.665110072
666,NBA,player_prop,Selection_666,1.5,1.4,110,110,0,2023-11-20 20:22:53.715810540
667,MLB,over_under,Selection_667,-7.0,-7.9,-115,-120,0,2023-11-21 08:04:09.766511008
668,NBA,spread,Selection_668,2.2,2.2,-130,-135,1,2023-11-21 19:45:25.817211472
669,NBA,spread,Selection_669,-9.0,-6.7,-200,-190,0,2023-11-22 07:26:41.867911940
670,MLB,moneyline,Selection_670,-8.5,-7.8,-150,-150,0,2023-11-22 19:07:57.918612408
671,NHL,moneyline,Selection_671,0.8,-0.6,130,130,1,2023-11-23 06:49:13.969312876
672,NFL,over_under,Selection_672,3.0,3.0,-105,-95,0,2023-11-23 18:30:30.020013340
673,NFL,moneyline,Selection_673,3.2,4.0,250,250,1,2023-11-24 06:11:46.070713808
674,NBA,spread,Selection_674,-3.5,-3.9,175,175,0,2023-11-24 17:53:02.121414276
675,NBA,spread,Selection_675,7.1,8.0,150,155,0,2023-11-25 05:34:18.172114744
676,NFL,moneyline,Selection_676,1.8,1.3,130,130,1,2023-11-25 17:15:34.222815208
677,NBA,moneyline,Selection_677,-0.7,-0.3,-110,-110,0,2023-11-26 04:56:50.273515676
678,NBA,spread,Selection_678,2.1,3.1,105,115,1,2023-11-26 16:38:06.324216144
679,NBA,player_prop,Selection_679,0.6,2.2,200,200,0,2023-11-27 04:19:22.374916612
680,MLB,player_prop,Selection_680,8.0,6.3,100,90,0,2023-11-27 16:00:38.425617076
681,NFL,moneyline,Selection_681,8.0,6.8,110,100,1,2023-11-28 03:41:54.476317544
682,NFL,over_under,Selection_682,2.4,1.9,-130,-125,1,2023-11-28 15:23:10.527018012
683,NBA,over_under,Selection_683,-9.0,-10.3,110,105,0,2023-11-29 03:04:26.577718480
684,NBA,moneyline,Selection_684,-8.0,-11.2,110,120,1,2023-11-29 14:45:42.628418944
685,NHL,spread,Selection_685,-3.4,-2.2,130,130,0,2023-11-30 02:26:58.679119412
686,NFL,player_prop,Selection_686,8.9,10.1,150,150,1,2023-11-30 14:08:14.729819880
687,NFL,spread,Selection_687,-4.9,-7.7,-115,-115,1,2023-12-01 01:49:30.780520344
688,MLB,over_under,Selection_688,-6.3,-6.1,-130,-125,0,2023-12-01 13:30:46.831220812
689,NFL,player_prop,Selection_689,-5.7,-3.7,175,170,0,2023-12-02 01:12:02.881921280
690,MLB,player_prop,Selection_690,7.0,6.8,115,115,1,2023-12-02 12:53:18.932621748
691,MLB,player_prop,Selection_691,-4.4,-3.9,-250,-245,1,2023-12-03 00:34:34.983322212
692,MLB,spread,Selection_692,8.9,7.0,-175,-175,0,2023-12-03 12:15:51.034022680
693,NFL,player_prop,Selection_693,8.4,9.4,110,110,1,2023-12-03 23:57:07.084723148
694,NBA,moneyline,Selection_694,-5.6,-5.2,175,185,1,2023-12-04 11:38:23.135423616
695,MLB,spread,Selection_695,-8.7,-7.6,-120,-125,1,2023-12-04 23:19:39.186124080
696,NBA,over_under,Selection_696,2.8,2.9,130,130,1,2023-12-05 11:00:55.236824548
697,NFL,moneyline,Selection_697,-0.2,0.0,110,110,1,2023-12-05 22:42:11.287525016
698,NFL,moneyline,Selection_698,-6.4,-6.5,115,115,0,2023-12-06 10:23:27.338225484
699,NFL,moneyline,Selection_699,-3.6,-0.7,105,105,1,2023-12-06 22:04:43.388925948
700,NBA,spread,Selection_700,-0.8,0.2,200,195,0,2023-12-07 09:45:59.439626416
701,NFL,over_under,Selection_701,1.2,3.7,100,100,0,2023-12-07 21:27:15.490326884
702,NFL,spread,Selection_702,-8.5,-7.5,-120,-115,1,2023-12-08 09:08:31.541027352
703,NFL,spread,Selection_703,3.1,3.8,-150,-140,0,2023-12-08 20:49:47.591727816
704,NFL,player_prop,Selection_704,6.1,6.5,150,150,0,2023-12-09 08:31:03.642428284
705,NFL,moneyline,Selection_705,-9.9,-8.5,-130,-130,0,2023-12-09 20:12:19.693128752
706,NHL,moneyline,Selection_706,0.8,0.1,150,150,0,2023-12-10 07:53:35.743829220
707,NFL,moneyline,Selection_707,-7.5,-7.5,-110,-110,1,2023-12-10 19:34:51.794529684
708,NBA,over_under,Selection_708,4.4,4.9,115,115,0,2023-12-11 07:16:07.845230152
709,NBA,over_under,Selection_709,8.9,6.5,-105,-105,0,2023-12-11 18:57:23.895930620
710,NFL,player_prop,Selection_710,-7.8,-6.6,120,120,0,2023-12-12 06:38:39.946631088
711,NHL,over_under,Selection_711,-8.6,-5.8,-130,-120,0,2023-12-12 18:19:55.997331552
712,NFL,player_prop,Selection_712,4.1,5.5,250,250,1,2023-12-13 06:01:12.048032020
713,NBA,moneyline,Selection_713,10.0,9.1,175,180,0,2023-12-13 17:42:28.098732488
714,NBA,spread,Selection_714,6.1,6.2,-105,-100,1,2023-12-14 05:23:44.149432956
715,NFL,over_under,Selection_715,-1.6,-2.9,-120,-120,0,2023-12-14 17:05:00.200133420
716,NFL,spread,Selection_716,-8.8,-9.0,105,110,1,2023-12-15 04:46:16.250833888
717,NHL,spread,Selection_717,8.6,8.7,150,150,0,2023-12-15 16:27:32.301534356
718,MLB,player_prop,Selection_718,-1.5,-3.7,-200,-195,1,2023-12-16 04:08:48.352234824
719,MLB,spread,Selection_719,-7.7,-6.7,-120,-110,1,2023-12-16 15:50:04.402935288
720,NBA,moneyline,Selection_720,8.7,9.6,-110,-110,0,2023-12-17 03:31:20.453635756
721,NFL,over_under,Selection_721,10.0,8.2,175,180,0,2023-12-17 15:12:36.504336224
722,NHL,spread,Selection_722,-6.6,-7.9,-150,-140,0,2023-12-18 02:53:52.555036692
723,NFL,spread,Selection_723,-8.7,-8.1,-115,-115,1,2023-12-18 14:35:08.605737156
724,NFL,over_under,Selection_724,-5.2,-8.0,-130,-140,1,2023-12-19 02:16:24.656437624
725,NFL,spread,Selection_725,-7.2,-6.3,200,205,1,2023-12-19 13:57:40.707138092
726,MLB,moneyline,Selection_726,8.2,10.4,175,175,1,2023-12-20 01:38:56.757838560
727,NFL,spread,Selection_727,-8.5,-9.9,-250,-255,1,2023-12-20 13:20:12.808539024
728,NBA,spread,Selection_728,-2.1,-0.9,130,130,1,2023-12-21 01:01:28.859239492
729,NHL,moneyline,Selection_729,5.9,4.4,-130,-120,1,2023-12-21 12:42:44.909939960
730,NBA,over_under,Selection_730,-6.6,-5.7,-175,-175,0,2023-12-22 00:24:00.960640424
731,NFL,spread,Selection_731,5.0,6.6,-200,-200,1,2023-12-22 12:05:17.011340892
732,NBA,moneyline,Selection_732,7.1,5.5,105,95,0,2023-12-22 23:46:33.062041360
733,MLB,over_under,Selection_733,-9.5,-10.9,250,240,1,2023-12-23 11:27:49.112741828
734,NHL,moneyline,Selection_734,-2.5,-0.7,250,245,1,2023-12-23 23:09:05.163442292
735,NFL,over_under,Selection_735,6.4,4.8,120,115,0,2023-12-24 10:50:21.214142760
736,NBA,player_prop,Selection_736,4.5,5.0,-110,-100,0,2023-12-24 22:31:37.264843228
737,NFL,moneyline,Selection_737,5.4,6.3,175,185,0,2023-12-25 10:12:53.315543696
738,NFL,player_prop,Selection_738,5.9,4.8,250,260,1,2023-12-25 21:54:09.366244160
739,MLB,over_under,Selection_739,-6.1,-6.1,-105,-105,1,2023-12-26 09:35:25.416944628
740,NBA,moneyline,Selection_740,-9.7,-10.7,150,145,0,2023-12-26 21:16:41.467645096
741,NBA,over_under,Selection_741,3.8,3.2,-175,-175,0,2023-12-27 08:57:57.518345564
742,NFL,moneyline,Selection_742,8.0,10.1,150,155,1,2023-12-27 20:39:13.569046028
743,NFL,player_prop,Selection_743,-3.7,-2.6,130,140,0,2023-12-28 08:20:29.619746496
744,NFL,moneyline,Selection_744,6.7,4.8,-200,-210,1,2023-12-28 20:01:45.670446964
745,NFL,player_prop,Selection_745,1.5,2.9,-175,-170,0,2023-12-29 07:43:01.721147432
746,NBA,moneyline,Selection_746,2.8,1.9,250,245,1,2023-12-29 19:24:17.771847896
747,NHL,spread,Selection_747,-2.9,-3.0,110,120,1,2023-12-30 07:05:33.822548364
748,NFL,moneyline,Selection_748,-1.0,0.6,-110,-105,1,2023-12-30 18:46:49.873248832
749,NBA,spread,Selection_749,9.4,12.2,-110,-100,0,2023-12-31 06:28:05.923949300
750,MLB,spread,Selection_750,-4.1,-1.4,-250,-260,0,2023-12-31 18:09:21.974649764
751,NBA,over_under,Selection_751,-2.5,-1.7,150,145,1,2024-01-01 05:50:38.025350232
752,NFL,spread,Selection_752,7.6,8.6,150,140,1,2024-01-01 17:31:54.076050700
753,NBA,over_under,Selection_753,-2.0,-1.5,100,100,1,2024-01-02 05:13:10.126751168
754,NFL,moneyline,Selection_754,-9.9,-10.8,-110,-110,0,2024-01-02 16:54:26.177451632
755,MLB,moneyline,Selection_755,-0.7,1.2,175,175,1,2024-01-03 04:35:42.228152100
756,MLB,moneyline,Selection_756,-8.0,-10.5,100,90,1,2024-01-03 16:16:58.278852568
757,NFL,spread,Selection_757,9.8,11.3,-250,-245,0,2024-01-04 03:58:14.329553036
758,NFL,spread,Selection_758,3.3,2.8,-115,-120,0,2024-01-04 15:39:30.380253500
759,NBA,spread,Selection_759,-1.4,1.2,105,110,0,2024-01-05 03:20:46.430953968
760,NBA,over_under,Selection_760,-7.4,-9.3,115,115,1,2024-01-05 15:02:02.481654436
761,NBA,moneyline,Selection_761,3.4,4.8,-105,-115,0,2024-01-06 02:43:18.532354904
762,MLB,player_prop,Selection_762,-6.7,-6.8,-175,-175,1,2024-01-06 14:24:34.583055368
763,NBA,moneyline,Selection_763,-8.2,-9.4,105,105,0,2024-01-07 02:05:50.633755836
764,NBA,moneyline,Selection_764,9.9,8.0,-175,-175,0,2024-01-07 13:47:06.684456304
765,NBA,player_prop,Selection_765,9.0,7.1,-175,-175,1,2024-01-08 01:28:22.735156772
766,NBA,spread,Selection_766,3.7,5.0,-105,-105,0,2024-01-08 13:09:38.785857236
767,NHL,player_prop,Selection_767,5.1,5.1,-110,-105,0,2024-01-09 00:50:54.836557704
768,NFL,over_under,Selection_768,-2.0,-1.5,115,120,0,2024-01-09 12:32:10.887258172
769,NFL,over_under,Selection_769,6.8,7.9,-110,-110,1,2024-01-10 00:13:26.937958640
770,NFL,player_prop,Selection_770,-8.8,-8.6,-200,-195,1,2024-01-10 11:54:42.988659104
771,NBA,player_prop,Selection_771,3.1,0.9,250,255,1,2024-01-10 23:35:59.039359572
772,NBA,player_prop,Selection_772,-2.6,-4.1,-115,-125,1,2024-01-11 11:17:15.090060040
773,NFL,spread,Selection_773,7.4,9.9,-250,-240,1,2024-01-11 22:58:31.140760504
774,NBA,over_under,Selection_774,5.9,6.2,-130,-130,1,2024-01-12 10:39:47.191460972
775,NFL,moneyline,Selection_775,-6.5,-10.0,-120,-120,0,2024-01-12 22:21:03.242161440
776,NBA,moneyline,Selection_776,6.3,7.7,110,115,1,2024-01-13 10:02:19.292861908
777,NBA,player_prop,Selection_777,0.1,3.0,-250,-245,1,2024-01-13 21:43:35.343562372
778,NFL,spread,Selection_778,-3.8,-4.2,110,110,0,2024-01-14 09:24:51.394262840
779,NFL,player_prop,Selection_779,2.1,1.1,175,175,0,2024-01-14 21:06:07.444963308
780,NHL,player_prop,Selection_780,4.4,0.8,-120,-120,1,2024-01-15 08:47:23.495663776
781,MLB,spread,Selection_781,-2.5,-2.1,120,120,1,2024-01-15 20:28:39.546364240
782,NBA,spread,Selection_782,-8.2,-5.0,105,105,1,2024-01-16 08:09:55.597064708
783,NHL,moneyline,Selection_783,9.1,9.3,105,115,1,2024-01-16 19:51:11.647765176
784,NFL,player_prop,Selection_784,-1.9,-2.7,100,95,1,2024-01-17 07:32:27.698465644
785,NBA,spread,Selection_785,-6.0,-5.4,120,120,1,2024-01-17 19:13:43.749166108
786,NBA,player_prop,Selection_786,-2.8,-2.8,110,115,0,2024-01-18 06:54:59.799866576
787,NHL,spread,Selection_787,0.8,0.6,175,165,0,2024-01-18 18:36:15.850567044
788,NHL,spread,Selection_788,-7.1,-6.7,-175,-185,1,2024-01-19 06:17:31.901267512
789,NBA,over_under,Selection_789,4.9,2.8,130,120,1,2024-01-19 17:58:47.951967976
790,NFL,over_under,Selection_790,-2.6,-3.5,-115,-120,0,2024-01-20 05:40:04.002668444
791,NBA,player_prop,Selection_791,-0.7,-1.0,-130,-135,1,2024-01-20 17:21:20.053368912
792,NFL,moneyline,Selection_792,8.6,9.5,110,105,1,2024-01-21 05:02:36.104069380
793,NFL,spread,Selection_793,-4.1,-2.0,110,100,0,2024-01-21 16:43:52.154769844
794,NBA,player_prop,Selection_794,-3.9,-4.6,200,200,0,2024-01-22 04:25:08.205470312
795,NFL,player_prop,Selection_795,-4.3,-2.7,-110,-110,1,2024-01-22 16:06:24.256170780
796,NHL,player_prop,Selection_796,4.8,5.2,-175,-165,1,2024-01-23 03:47:40.306871248
797,NBA,moneyline,Selection_797,7.1,5.8,110,105,0,2024-01-23 15:28:56.357571712
798,NBA,spread,Selection_798,-7.0,-9.9,200,200,1,2024-01-24 03:10:12.408272180
799,MLB,player_prop,Selection_799,8.9,9.2,115,110,0,2024-01-24 14:51:28.458972648
800,NFL,moneyline,Selection_800,3.4,3.4,110,115,0,2024-01-25 02:32:44.509673116
801,NFL,spread,Selection_801,2.7,1.4,115,120,0,2024-01-25 14:14:00.560373580
802,NFL,player_prop,Selection_802,3.8,2.8,-110,-100,0,2024-01-26 01:55:16.611074048
803,NBA,spread,Selection_803,-2.7,-4.6,-110,-120,0,2024-01-26 13:36:32.661774516
804,NFL,moneyline,Selection_804,-3.9,-2.8,150,160,1,2024-01-27 01:17:48.712474984
805,NBA,spread,Selection_805,-6.8,-8.4,175,175,0,2024-01-27 12:59:04.763175448
806,NBA,player_prop,Selection_806,-5.7,-6.4,-120,-115,1,2024-01-28 00:40:20.813875916
807,NBA,moneyline,Selection_807,-5.6,-3.9,100,100,0,2024-01-28 12:21:36.864576384
808,NFL,spread,Selection_808,-5.4,-6.6,-200,-205,1,2024-01-29 00:02:52.915276852
809,NFL,over_under,Selection_809,-4.2,-3.3,-150,-150,1,2024-01-29 11:44:08.965977316
810,NFL,spread,Selection_810,-4.2,-4.5,250,250,1,2024-01-29 23:25:25.016677784
811,NBA,spread,Selection_811,2.5,1.9,130,130,1,2024-01-30 11:06:41.067378252
812,NBA,spread,Selection_812,1.4,1.0,110,105,1,2024-01-30 22:47:57.118078716
813,NFL,over_under,Selection_813,-9.5,-10.7,200,200,0,2024-01-31 10:29:13.168779184
814,NFL,over_under,Selection_814,1.1,4.0,200,195,1,2024-01-31 22:10:29.219479652
815,NFL,spread,Selection_815,8.5,8.7,-110,-100,0,2024-02-01 09:51:45.270180120
816,NBA,over_under,Selection_816,-3.9,-4.7,-105,-110,1,2024-02-01 21:33:01.320880584
817,MLB,player_prop,Selection_817,-3.5,-5.2,100,105,0,2024-02-02 09:14:17.371581052
818,NBA,over_under,Selection_818,-3.7,-5.4,100,100,0,2024-02-02 20:55:33.422281520
819,NBA,player_prop,Selection_819,-7.9,-9.4,-175,-170,1,2024-02-03 08:36:49.472981988
820,MLB,moneyline,Selection_820,0.3,-0.7,-200,-195,0,2024-02-03 20:18:05.523682452
821,NHL,over_under,Selection_821,-4.7,-2.9,150,150,1,2024-02-04 07:59:21.574382920
822,NHL,player_prop,Selection_822,1.0,2.8,-130,-130,0,2024-02-04 19:40:37.625083388
823,MLB,player_prop,Selection_823,1.4,2.0,120,120,1,2024-02-05 07:21:53.675783856
824,NHL,over_under,Selection_824,3.6,4.6,-130,-125,0,2024-02-05 19:03:09.726484320
825,NFL,moneyline,Selection_825,9.6,9.5,120,120,1,2024-02-06 06:44:25.777184788
826,NBA,player_prop,Selection_826,-1.2,-0.1,175,180,1,2024-02-06 18:25:41.827885256
827,NFL,over_under,Selection_827,6.3,5.8,250,245,1,2024-02-07 06:06:57.878585724
828,NBA,spread,Selection_828,8.0,6.6,120,130,1,2024-02-07 17:48:13.929286188
829,MLB,over_under,Selection_829,-6.9,-6.7,-130,-130,0,2024-02-08 05:29:29.979986656
830,NFL,moneyline,Selection_830,9.5,9.2,110,110,1,2024-02-08 17:10:46.030687124
831,NBA,over_under,Selection_831,5.3,5.3,100,90,0,2024-02-09 04:52:02.081387592
832,NBA,player_prop,Selection_832,5.7,5.2,100,110,1,2024-02-09 16:33:18.132088056
833,NBA,over_under,Selection_833,-2.0,-2.1,-110,-100,1,2024-02-10 04:14:34.182788524
834,MLB,spread,Selection_834,2.1,3.7,115,115,0,2024-02-10 15:55:50.233488992
835,NFL,spread,Selection_835,-8.5,-8.2,175,170,1,2024-02-11 03:37:06.284189460
836,NBA,over_under,Selection_836,-1.4,2.3,-175,-175,1,2024-02-11 15:18:22.334889924
837,NFL,over_under,Selection_837,4.9,4.0,-105,-110,1,2024-02-12 02:59:38.385590392
838,NBA,player_prop,Selection_838,1.7,0.3,150,140,0,2024-02-12 14:40:54.436290860
839,NBA,player_prop,Selection_839,-3.3,-3.7,175,165,0,2024-02-13 02:22:10.486991328
840,MLB,spread,Selection_840,5.0,6.8,150,150,1,2024-02-13 14:03:26.537691792
841,NFL,moneyline,Selection_841,9.6,7.1,-120,-125,0,2024-02-14 01:44:42.588392260
842,NHL,spread,Selection_842,0.5,2.8,130,130,1,2024-02-14 13:25:58.639092728
843,NHL,spread,Selection_843,6.4,4.9,175,175,1,2024-02-15 01:07:14.689793196
844,NFL,spread,Selection_844,-1.8,-1.1,175,180,0,2024-02-15 12:48:30.740493660
845,NFL,moneyline,Selection_845,8.7,5.4,115,110,0,2024-02-16 00:29:46.791194128
846,MLB,over_under,Selection_846,-8.3,-10.1,130,140,1,2024-02-16 12:11:02.841894596
847,NFL,over_under,Selection_847,-8.9,-10.9,-250,-255,0,2024-02-16 23:52:18.892595064
848,NBA,player_prop,Selection_848,7.7,5.4,120,110,1,2024-02-17 11:33:34.943295528
849,NFL,over_under,Selection_849,-1.5,-3.7,150,150,0,2024-02-17 23:14:50.993995996
850,MLB,over_under,Selection_850,7.8,8.6,200,210,1,2024-02-18 10:56:07.044696464
