entry_id,user_id,contest_id,lineup,total_score,payout,entry_time,rank
1027,143,783,"[2, 122, 166, 229, 407, 437, 470, 491]",181.4,512.32,2024-01-10 16:15:22.061030516,28
1028,282,697,"[38, 94, 150, 231, 371, 376, 387, 482]",156.9,466.42,2024-01-11 01:01:13.836918460,60
1029,220,509,"[35, 63, 97, 205, 248, 397, 411, 424]",179.9,0.0,2024-01-11 09:47:05.612806404,41
1030,160,353,"[74, 106, 110, 163, 176, 193, 257, 409]",124.5,0.0,2024-01-11 18:32:57.388694348,41
1031,76,5,"[135, 217, 272, 284, 352, 371, 412, 493]",231.9,629.49,2024-01-12 03:18:49.164582292,78
1032,99,293,"[34, 52, 196, 215, 246, 267, 273, 307]",176.8,0.0,2024-01-12 12:04:40.940470236,33
1033,180,360,"[21, 74, 88, 100, 120, 349, 458, 487]",219.7,520.19,2024-01-12 20:50:32.716358180,65
1034,127,598,"[12, 15, 39, 225, 237, 356, 361, 388]",168.2,114.04,2024-01-13 05:36:24.492246124,31
1035,32,214,"[25, 94, 139, 141, 146, 183, 267, 383]",184.1,240.58,2024-01-13 14:22:16.268134068,78
1036,265,406,"[42, 56, 101, 155, 337, 374, 472, 499]",192.7,0.0,2024-01-13 23:08:08.044022012,57
1037,13,436,"[20, 83, 121, 200, 373, 453, 479, 481]",214.2,141.29,2024-01-14 07:53:59.819909956,80
1038,202,15,"[1, 72, 139, 189, 210, 248, 309, 412]",217.6,264.12,2024-01-14 16:39:51.595797900,56
1039,18,273,"[39, 165, 221, 223, 403, 410, 418, 483]",253.0,0.0,2024-01-15 01:25:43.371685844,57
1040,93,563,"[80, 108, 147, 148, 154, 287, 362, 475]",233.7,0.0,2024-01-15 10:11:35.147573788,45
1041,280,765,"[101, 123, 137, 206, 239, 413, 476, 486]",225.6,0.0,2024-01-15 18:57:26.923461732,77
1042,60,45,"[13, 24, 90, 91, 226, 397, 446, 487]",183.4,164.11,2024-01-16 03:43:18.699349676,80
1043,214,703,"[182, 213, 217, 244, 281, 350, 359, 366]",199.0,531.88,2024-01-16 12:29:10.475237620,83
1044,100,634,"[22, 44, 53, 56, 90, 107, 205, 270]",197.6,382.83,2024-01-16 21:15:02.251125564,77
1045,1,412,"[107, 149, 156, 216, 276, 287, 363, 392]",183.3,0.0,2024-01-17 06:00:54.027013508,75
1046,43,187,"[50, 135, 209, 284, 341, 420, 446, 472]",99.3,0.0,2024-01-17 14:46:45.802901452,3
1047,168,726,"[99, 182, 220, 289, 330, 403, 416, 450]",99.8,0.0,2024-01-17 23:32:37.578789396,97
1048,192,661,"[71, 92, 106, 228, 316, 324, 474, 477]",114.4,134.88,2024-01-18 08:18:29.354677340,36
1049,34,170,"[171, 222, 265, 296, 314, 332, 359, 386]",151.5,0.0,2024-01-18 17:04:21.130565284,64
1050,34,721,"[61, 195, 232, 261, 270, 272, 380, 410]",217.4,0.0,2024-01-19 01:50:12.906453228,79
1051,176,965,"[27, 81, 166, 199, 249, 256, 388, 457]",168.9,391.01,2024-01-19 10:36:04.682341172,24
1052,196,594,"[51, 130, 213, 239, 249, 254, 396, 459]",174.3,89.43,2024-01-19 19:21:56.458229116,19
1053,158,401,"[15, 33, 62, 130, 240, 247, 283, 443]",226.1,0.0,2024-01-20 04:07:48.234117060,64
1054,245,708,"[223, 286, 293, 348, 376, 379, 396, 452]",207.0,0.0,2024-01-20 12:53:40.010005004,88
1055,71,246,"[65, 131, 179, 247, 419, 424, 479, 485]",207.8,109.77,2024-01-20 21:39:31.785892948,87
1056,114,903,"[50, 183, 239, 318, 325, 376, 447, 480]",108.9,0.0,2024-01-21 06:25:23.561780892,5
1057,285,857,"[41, 97, 202, 330, 388, 392, 397, 464]",133.8,0.0,2024-01-21 15:11:15.337668836,52
1058,143,869,"[29, 78, 113, 124, 217, 340, 380, 456]",221.3,423.24,2024-01-21 23:57:07.113556780,68
1059,97,552,"[68, 80, 87, 167, 173, 254, 285, 482]",201.8,130.68,2024-01-22 08:42:58.889444724,68
1060,212,680,"[5, 92, 169, 190, 219, 229, 291, 380]",139.5,0.0,2024-01-22 17:28:50.665332668,38
1061,185,43,"[19, 20, 42, 56, 152, 210, 253, 295]",236.0,175.59,2024-01-23 02:14:42.441220612,4
1062,205,841,"[21, 53, 174, 244, 354, 363, 383, 435]",134.4,0.0,2024-01-23 11:00:34.217108556,54
1063,216,723,"[11, 29, 63, 71, 125, 191, 315, 340]",109.6,136.1,2024-01-23 19:46:25.992996500,46
1064,246,179,"[15, 67, 165, 171, 238, 332, 334, 409]",181.9,106.55,2024-01-24 04:32:17.768884444,29
1065,239,457,"[65, 125, 131, 180, 237, 285, 417, 496]",180.0,315.83,2024-01-24 13:18:09.544772388,46
1066,293,535,"[38, 180, 208, 274, 284, 413, 442, 487]",239.7,413.71,2024-01-24 22:04:01.320660332,36
1067,8,607,"[93, 157, 215, 232, 365, 410, 417, 421]",234.0,381.31,2024-01-25 06:49:53.096548276,46
1068,78,672,"[1, 57, 84, 177, 247, 277, 288, 361]",199.8,253.26,2024-01-25 15:35:44.872436220,58
1069,277,244,"[156, 157, 192, 201, 231, 307, 411, 460]",180.6,0.0,2024-01-26 00:21:36.648324164,21
1070,202,927,"[151, 171, 290, 350, 423, 424, 473, 499]",141.5,0.0,2024-01-26 09:07:28.424212108,99
1071,214,17,"[80, 166, 233, 234, 247, 391, 392, 488]",138.8,377.94,2024-01-26 17:53:20.200100052,36
1072,94,112,"[20, 125, 247, 271, 290, 348, 459, 496]",243.7,0.0,2024-01-27 02:39:11.975987996,70
1073,75,615,"[24, 41, 61, 157, 159, 328, 420, 447]",243.0,436.99,2024-01-27 11:25:03.751875940,77
1074,157,826,"[18, 24, 25, 110, 201, 292, 359, 454]",210.4,0.0,2024-01-27 20:10:55.527763884,52
1075,153,598,"[51, 124, 125, 277, 293, 330, 465, 466]",130.7,135.31,2024-01-28 04:56:47.303651828,93
1076,142,547,"[25, 34, 122, 173, 268, 324, 370, 373]",220.4,0.0,2024-01-28 13:42:39.079539772,7
1077,78,30,"[51, 155, 201, 271, 385, 399, 471, 498]",153.5,149.26,2024-01-28 22:28:30.855427716,85
1078,182,192,"[56, 71, 74, 102, 173, 288, 431, 472]",144.7,363.23,2024-01-29 07:14:22.631315660,48
1079,195,437,"[29, 112, 193, 206, 277, 300, 466, 476]",235.6,293.84,2024-01-29 16:00:14.407203604,93
1080,158,179,"[26, 45, 75, 339, 375, 404, 428, 488]",201.5,401.35,2024-01-30 00:46:06.183091548,19
1081,146,616,"[71, 151, 214, 266, 284, 314, 343, 470]",200.5,600.09,2024-01-30 09:31:57.958979492,28
1082,54,677,"[7, 34, 65, 129, 208, 263, 410, 446]",204.0,0.0,2024-01-30 18:17:49.734867436,59
1083,277,474,"[26, 69, 100, 167, 193, 230, 388, 423]",153.1,0.0,2024-01-31 03:03:41.510755380,8
1084,83,634,"[18, 45, 132, 234, 340, 350, 460, 466]",151.5,0.0,2024-01-31 11:49:33.286643324,61
1085,156,134,"[26, 49, 212, 227, 275, 332, 367, 445]",120.9,187.43,2024-01-31 20:35:25.062531268,81
1086,4,802,"[17, 134, 266, 292, 363, 453, 472, 488]",180.2,181.73,2024-02-01 05:21:16.838419212,46
1087,271,312,"[24, 34, 61, 114, 221, 233, 250, 329]",167.5,0.0,2024-02-01 14:07:08.614307156,39
1088,64,736,"[114, 203, 219, 227, 258, 405, 428, 459]",175.4,342.52,2024-02-01 22:53:00.390195100,72
1089,112,25,"[79, 252, 259, 332, 370, 388, 466, 477]",200.2,0.0,2024-02-02 07:38:52.166083044,3
1090,239,371,"[17, 47, 174, 230, 240, 293, 362, 471]",159.1,409.92,2024-02-02 16:24:43.941970988,79
1091,144,525,"[175, 220, 308, 309, 354, 457, 492, 494]",117.4,0.0,2024-02-03 01:10:35.717858932,29
1092,20,319,"[44, 156, 195, 218, 231, 247, 300, 392]",140.0,0.0,2024-02-03 09:56:27.493746876,87
1093,64,230,"[61, 83, 84, 187, 238, 284, 374, 453]",202.1,0.0,2024-02-03 18:42:19.269634820,59
1094,289,102,"[180, 184, 194, 293, 299, 306, 314, 495]",210.0,365.39,2024-02-04 03:28:11.045522764,93
1095,81,450,"[112, 161, 197, 240, 255, 288, 342, 479]",203.0,390.85,2024-02-04 12:14:02.821410708,19
1096,197,378,"[6, 131, 168, 219, 246, 325, 423, 433]",167.0,393.35,2024-02-04 20:59:54.597298652,87
1097,69,888,"[33, 159, 213, 293, 347, 401, 437, 484]",193.9,355.98,2024-02-05 05:45:46.373186596,83
1098,186,901,"[19, 110, 112, 216, 222, 309, 372, 477]",117.5,0.0,2024-02-05 14:31:38.149074540,85
1099,167,203,"[108, 121, 174, 231, 239, 260, 413, 420]",163.6,325.19,2024-02-05 23:17:29.924962480,30
1100,205,267,"[91, 161, 245, 277, 302, 310, 315, 429]",164.7,0.0,2024-02-06 08:03:21.700850424,40
1101,164,984,"[28, 45, 48, 97, 122, 216, 241, 492]",152.9,0.0,2024-02-06 16:49:13.476738368,75
1102,94,462,"[99, 119, 142, 190, 259, 267, 275, 374]",178.0,0.0,2024-02-07 01:35:05.252626312,88
1103,249,365,"[10, 39, 149, 181, 235, 321, 336, 453]",151.0,0.0,2024-02-07 10:20:57.028514256,34
1104,68,734,"[96, 104, 109, 118, 199, 210, 298, 344]",147.2,141.9,2024-02-07 19:06:48.804402200,85
1105,21,104,"[77, 218, 306, 307, 384, 425, 463, 491]",184.8,0.0,2024-02-08 03:52:40.580290144,92
1106,85,111,"[99, 116, 169, 226, 253, 285, 320, 408]",170.7,0.0,2024-02-08 12:38:32.356178088,9
1107,24,428,"[223, 251, 253, 261, 305, 311, 365, 406]",231.8,0.0,2024-02-08 21:24:24.132066032,24
1108,111,995,"[78, 219, 265, 370, 421, 432, 445, 480]",154.4,404.95,2024-02-09 06:10:15.907953976,34
1109,83,469,"[16, 37, 59, 84, 308, 393, 394, 398]",171.2,403.79,2024-02-09 14:56:07.683841920,33
1110,78,581,"[107, 153, 158, 178, 217, 342, 400, 460]",50.0,0.0,2024-02-09 23:41:59.459729864,70
1111,140,870,"[35, 111, 278, 279, 385, 400, 413, 464]",217.6,0.0,2024-02-10 08:27:51.235617808,21
1112,271,770,"[160, 183, 248, 259, 346, 347, 390, 444]",196.2,392.98,2024-02-10 17:13:43.011505752,60
1113,169,680,"[73, 151, 170, 278, 329, 358, 372, 438]",169.5,461.31,2024-02-11 01:59:34.787393696,19
1114,197,805,"[20, 69, 78, 84, 330, 380, 393, 455]",163.0,0.0,2024-02-11 10:45:26.563281640,32
1115,262,886,"[110, 187, 253, 266, 283, 310, 353, 497]",245.0,644.45,2024-02-11 19:31:18.339169584,64
1116,215,561,"[51, 160, 164, 199, 208, 260, 357, 399]",205.3,0.0,2024-02-12 04:17:10.115057528,63
1117,67,250,"[19, 85, 114, 159, 248, 360, 399, 402]",159.8,0.0,2024-02-12 13:03:01.890945472,92
1118,229,482,"[36, 146, 149, 151, 175, 378, 453, 487]",223.4,0.0,2024-02-12 21:48:53.666833416,12
1119,161,331,"[59, 84, 187, 208, 218, 304, 411, 482]",211.3,533.07,2024-02-13 06:34:45.442721360,52
1120,122,932,"[137, 178, 208, 217, 265, 298, 306, 313]",225.3,165.97,2024-02-13 15:20:37.218609304,87
1121,149,587,"[67, 160, 190, 224, 244, 369, 407, 450]",161.8,0.0,2024-02-14 00:06:28.994497248,87
1122,193,201,"[30, 103, 226, 266, 307, 331, 443, 485]",207.6,0.0,2024-02-14 08:52:20.770385192,65
1123,231,454,"[89, 157, 192, 214, 312, 390, 420, 496]",203.8,0.0,2024-02-14 17:38:12.546273136,94
1124,111,504,"[118, 176, 214, 298, 301, 433, 441, 469]",259.9,431.4,2024-02-15 02:24:04.322161080,33
1125,145,546,"[133, 134, 167, 168, 255, 330, 332, 363]",135.6,355.38,2024-02-15 11:09:56.098049024,57
1126,221,826,"[98, 220, 224, 391, 411, 421, 466, 472]",159.6,369.28,2024-02-15 19:55:47.873936968,67
1127,64,111,"[17, 145, 196, 221, 271, 294, 352, 489]",213.8,0.0,2024-02-16 04:41:39.649824912,35
1128,126,933,"[5, 92, 116, 136, 203, 215, 278, 333]",92.7,0.0,2024-02-16 13:27:31.425712856,25
1129,218,864,"[82, 163, 192, 241, 276, 382, 423, 427]",147.9,0.0,2024-02-16 22:13:23.201600800,46
1130,284,828,"[55, 66, 89, 142, 196, 274, 351, 473]",136.0,180.87,2024-02-17 06:59:14.977488744,12
1131,236,908,"[32, 77, 228, 288, 311, 321, 412, 427]",225.5,434.95,2024-02-17 15:45:06.753376688,66
1132,13,749,"[110, 117, 292, 305, 338, 415, 418, 476]",174.2,0.0,2024-02-18 00:30:58.529264632,75
1133,153,544,"[144, 175, 212, 223, 318, 337, 384, 430]",178.9,127.82,2024-02-18 09:16:50.305152576,68
1134,239,209,"[27, 190, 204, 261, 377, 378, 412, 473]",200.0,166.53,2024-02-18 18:02:42.081040520,38
1135,190,644,"[14, 183, 289, 290, 368, 387, 397, 496]",225.5,0.0,2024-02-19 02:48:33.856928464,46
1136,151,618,"[16, 18, 167, 233, 382, 390, 392, 421]",197.7,0.0,2024-02-19 11:34:25.632816408,10
1137,86,33,"[79, 109, 163, 218, 345, 354, 439, 488]",156.5,123.6,2024-02-19 20:20:17.408704352,26
1138,21,555,"[104, 110, 151, 187, 222, 328, 359, 393]",217.4,253.26,2024-02-20 05:06:09.184592296,37
1139,182,880,"[46, 56, 72, 142, 145, 312, 452, 497]",170.4,334.61,2024-02-20 13:52:00.960480240,22
1140,158,107,"[31, 55, 60, 192, 234, 356, 374, 413]",102.9,0.0,2024-02-20 22:37:52.736368184,19
1141,76,265,"[21, 142, 151, 152, 223, 236, 351, 477]",123.0,164.38,2024-02-21 07:23:44.512256128,69
1142,203,226,"[83, 192, 207, 243, 296, 421, 429, 481]",165.3,444.35,2024-02-21 16:09:36.288144072,78
1143,229,487,"[44, 154, 182, 374, 382, 431, 464, 499]",179.4,0.0,2024-02-22 00:55:28.064032016,13
1144,152,179,"[36, 219, 291, 327, 399, 418, 490, 495]",135.6,0.0,2024-02-22 09:41:19.839919960,61
1145,263,222,"[45, 226, 240, 243, 272, 306, 352, 450]",163.8,0.0,2024-02-22 18:27:11.615807904,71
1146,72,370,"[22, 26, 49, 106, 129, 172, 261, 299]",172.4,457.69,2024-02-23 03:13:03.391695848,91
1147,225,637,"[4, 23, 35, 94, 269, 346, 395, 438]",260.0,0.0,2024-02-23 11:58:55.167583792,50
1148,131,788,"[176, 182, 259, 317, 324, 342, 443, 445]",176.7,0.0,2024-02-23 20:44:46.943471736,84
1149,28,167,"[91, 249, 274, 354, 366, 380, 458, 495]",166.3,368.12,2024-02-24 05:30:38.719359680,39
1150,299,663,"[23, 54, 78, 129, 154, 193, 291, 373]",185.9,320.21,2024-02-24 14:16:30.495247624,63
1151,97,553,"[69, 74, 90, 122, 127, 171, 361, 402]",205.5,565.83,2024-02-24 23:02:22.271135568,33
1152,46,300,"[27, 64, 130, 131, 192, 200, 324, 475]",245.0,224.21,2024-02-25 07:48:14.047023512,15
1153,1,381,"[10, 36, 116, 275, 363, 379, 468, 499]",189.1,0.0,2024-02-25 16:34:05.822911456,69
1154,166,35,"[18, 21, 65, 235, 292, 362, 424, 435]",178.4,91.39,2024-02-26 01:19:57.598799400,41
1155,245,407,"[73, 194, 206, 273, 286, 321, 354, 415]",142.3,0.0,2024-02-26 10:05:49.374687344,91
1156,219,502,"[26, 126, 212, 217, 404, 431, 447, 480]",257.7,0.0,2024-02-26 18:51:41.150575288,96
1157,102,314,"[109, 143, 318, 326, 330, 363, 369, 379]",243.9,291.73,2024-02-27 03:37:32.926463232,63
1158,291,816,"[18, 42, 60, 138, 205, 428, 445, 464]",205.4,589.54,2024-02-27 12:23:24.702351176,80
1159,204,743,"[101, 172, 265, 334, 360, 429, 447, 475]",142.0,352.61,2024-02-27 21:09:16.478239120,67
1160,202,727,"[67, 103, 110, 153, 155, 219, 294, 334]",211.6,598.55,2024-02-28 05:55:08.254127064,93
1161,54,826,"[3, 4, 46, 233, 357, 373, 378, 382]",82.2,201.84,2024-02-28 14:41:00.030015008,95
1162,280,101,"[29, 53, 79, 189, 222, 295, 379, 421]",212.1,0.0,2024-02-28 23:26:51.805902952,12
1163,278,569,"[2, 17, 33, 96, 185, 380, 385, 398]",84.7,0.0,2024-02-29 08:12:43.581790896,64
1164,16,215,"[178, 209, 244, 261, 276, 298, 313, 400]",220.9,0.0,2024-02-29 16:58:35.357678840,62
1165,13,935,"[79, 203, 212, 245, 316, 345, 352, 365]",159.7,0.0,2024-03-01 01:44:27.133566784,61
1166,87,668,"[53, 163, 251, 304, 330, 387, 411, 420]",112.7,318.54,2024-03-01 10:30:18.909454728,75
1167,78,576,"[20, 174, 265, 304, 328, 362, 427, 474]",165.5,352.26,2024-03-01 19:16:10.685342672,23
1168,67,62,"[27, 51, 181, 233, 283, 285, 380, 431]",202.4,104.03,2024-03-02 04:02:02.461230616,78
1169,211,851,"[39, 65, 103, 224, 242, 349, 357, 482]",152.3,87.56,2024-03-02 12:47:54.237118560,76
1170,214,369,"[9, 19, 122, 173, 177, 232, 363, 403]",194.4,121.81,2024-03-02 21:33:46.013006504,95
1171,185,368,"[36, 52, 68, 134, 137, 184, 236, 392]",194.0,165.95,2024-03-03 06:19:37.788894448,35
1172,33,574,"[9, 63, 91, 109, 169, 211, 243, 299]",202.8,468.93,2024-03-03 15:05:29.564782392,44
1173,115,94,"[135, 245, 253, 286, 330, 372, 384, 431]",175.0,0.0,2024-03-03 23:51:21.340670336,32
1174,275,469,"[26, 217, 274, 357, 380, 393, 404, 421]",175.4,153.49,2024-03-04 08:37:13.116558280,84
1175,198,984,"[12, 44, 46, 87, 198, 322, 332, 425]",202.9,148.73,2024-03-04 17:23:04.892446224,89
1176,143,853,"[71, 170, 192, 212, 232, 349, 392, 483]",202.0,0.0,2024-03-05 02:08:56.668334168,97
1177,228,26,"[40, 58, 168, 184, 278, 310, 444, 469]",170.1,243.73,2024-03-05 10:54:48.444222112,8
1178,120,435,"[27, 106, 169, 193, 326, 371, 386, 389]",117.3,0.0,2024-03-05 19:40:40.220110056,61
1179,24,121,"[66, 159, 258, 313, 328, 343, 385, 467]",164.2,0.0,2024-03-06 04:26:31.995998000,15
1180,27,50,"[23, 52, 158, 161, 173, 290, 387, 415]",123.5,0.0,2024-03-06 13:12:23.771885944,52
1181,75,883,"[21, 113, 153, 269, 316, 406, 464, 482]",189.5,470.94,2024-03-06 21:58:15.547773888,45
1182,241,764,"[23, 125, 134, 151, 206, 406, 413, 440]",187.2,421.13,2024-03-07 06:44:07.323661832,84
1183,23,36,"[29, 73, 159, 211, 307, 376, 435, 448]",149.3,212.54,2024-03-07 15:29:59.099549776,52
1184,161,410,"[39, 185, 209, 246, 362, 389, 397, 487]",165.5,0.0,2024-03-08 00:15:50.875437720,28
1185,41,289,"[15, 109, 116, 179, 261, 335, 419, 488]",158.6,0.0,2024-03-08 09:01:42.651325664,16
1186,238,379,"[50, 171, 247, 336, 463, 466, 488, 491]",155.6,446.55,2024-03-08 17:47:34.427213608,11
1187,239,100,"[29, 64, 98, 131, 266, 292, 324, 335]",127.8,0.0,2024-03-09 02:33:26.203101552,45
1188,56,324,"[37, 45, 73, 164, 278, 297, 360, 417]",206.2,487.21,2024-03-09 11:19:17.978989496,53
1189,98,329,"[13, 96, 130, 162, 192, 306, 358, 376]",181.1,240.04,2024-03-09 20:05:09.754877440,92
1190,146,648,"[33, 85, 89, 254, 332, 354, 421, 459]",282.0,0.0,2024-03-10 04:51:01.530765384,15
1191,262,706,"[7, 15, 17, 218, 342, 344, 426, 450]",178.0,256.05,2024-03-10 13:36:53.306653328,43
1192,40,221,"[50, 67, 128, 146, 334, 345, 443, 455]",162.3,424.75,2024-03-10 22:22:45.082541272,33
1193,193,791,"[96, 106, 152, 175, 266, 337, 385, 468]",156.0,0.0,2024-03-11 07:08:36.858429216,48
1194,239,838,"[28, 86, 101, 200, 236, 308, 347, 477]",165.9,267.1,2024-03-11 15:54:28.634317160,83
1195,42,567,"[16, 115, 125, 135, 157, 161, 440, 493]",137.7,197.74,2024-03-12 00:40:20.410205104,35
1196,222,939,"[6, 9, 222, 233, 272, 316, 341, 424]",182.1,150.55,2024-03-12 09:26:12.186093048,86
1197,196,996,"[26, 36, 138, 318, 365, 418, 446, 497]",130.6,0.0,2024-03-12 18:12:03.961980992,90
1198,288,110,"[97, 121, 188, 198, 200, 221, 315, 325]",118.7,185.37,2024-03-13 02:57:55.737868936,86
1199,10,149,"[61, 92, 175, 227, 230, 294, 331, 436]",152.7,0.0,2024-03-13 11:43:47.513756880,77
1200,235,406,"[100, 141, 252, 257, 324, 363, 448, 476]",194.7,0.0,2024-03-13 20:29:39.289644824,73
1201,265,777,"[20, 50, 58, 322, 350, 424, 434, 473]",192.1,315.29,2024-03-14 05:15:31.065532768,77
1202,69,674,"[78, 80, 115, 165, 188, 218, 389, 430]",168.7,167.97,2024-03-14 14:01:22.841420712,54
1203,139,699,"[31, 141, 160, 170, 286, 319, 422, 488]",136.2,70.62,2024-03-14 22:47:14.617308656,27
1204,219,410,"[23, 52, 118, 125, 186, 346, 388, 410]",116.6,0.0,2024-03-15 07:33:06.393196600,74
1205,196,129,"[17, 48, 152, 195, 203, 270, 317, 490]",164.4,250.75,2024-03-15 16:18:58.169084544,79
1206,74,484,"[45, 195, 208, 304, 305, 361, 436, 457]",173.3,0.0,2024-03-16 01:04:49.944972488,59
1207,103,108,"[40, 77, 113, 237, 255, 315, 435, 499]",159.5,406.38,2024-03-16 09:50:41.720860432,6
1208,225,389,"[24, 58, 227, 244, 301, 314, 325, 448]",155.2,431.4,2024-03-16 18:36:33.496748376,3
1209,123,425,"[34, 49, 64, 82, 95, 145, 198, 490]",108.9,229.44,2024-03-17 03:22:25.272636320,82
1210,102,447,"[52, 66, 112, 215, 221, 227, 290, 496]",143.4,405.62,2024-03-17 12:08:17.048524264,50
1211,264,918,"[179, 186, 196, 294, 354, 381, 382, 463]",145.1,0.0,2024-03-17 20:54:08.824412208,67
1212,161,68,"[148, 191, 209, 214, 223, 252, 288, 425]",219.4,0.0,2024-03-18 05:40:00.600300152,3
1213,233,944,"[77, 126, 245, 303, 333, 356, 492, 496]",134.2,261.87,2024-03-18 14:25:52.376188096,67
1214,275,66,"[66, 139, 161, 208, 229, 416, 418, 461]",134.1,368.73,2024-03-18 23:11:44.152076040,55
1215,258,656,"[131, 279, 312, 347, 349, 357, 462, 468]",128.7,0.0,2024-03-19 07:57:35.927963984,49
1216,139,976,"[4, 58, 209, 215, 333, 351, 423, 459]",204.9,0.0,2024-03-19 16:43:27.703851928,5
1217,227,565,"[11, 84, 139, 147, 200, 214, 418, 431]",200.7,428.18,2024-03-20 01:29:19.479739872,25
1218,273,640,"[8, 85, 117, 172, 215, 326, 455, 466]",185.7,149.02,2024-03-20 10:15:11.255627816,14
1219,86,504,"[69, 82, 179, 253, 327, 344, 364, 390]",172.5,0.0,2024-03-20 19:01:03.031515760,55
1220,291,504,"[37, 66, 118, 126, 208, 305, 388, 400]",266.7,0.0,2024-03-21 03:46:54.807403704,52
1221,217,982,"[120, 137, 143, 200, 240, 328, 396, 468]",176.8,140.05,2024-03-21 12:32:46.583291648,38
1222,66,321,"[77, 149, 234, 280, 314, 319, 405, 473]",184.5,455.18,2024-03-21 21:18:38.359179592,10
1223,257,719,"[15, 110, 195, 197, 283, 300, 407, 447]",164.7,398.08,2024-03-22 06:04:30.135067536,66
1224,135,832,"[128, 249, 273, 313, 327, 367, 376, 484]",213.2,174.1,2024-03-22 14:50:21.910955480,48
1225,55,728,"[22, 97, 211, 264, 296, 409, 449, 479]",157.0,205.53,2024-03-22 23:36:13.686843424,71
1226,243,580,"[34, 108, 135, 218, 230, 399, 418, 455]",170.3,392.5,2024-03-23 08:22:05.462731368,37
1227,252,447,"[42, 87, 123, 371, 395, 420, 462, 472]",217.5,0.0,2024-03-23 17:07:57.238619312,74
1228,21,574,"[50, 66, 74, 135, 196, 296, 375, 491]",96.0,72.03,2024-03-24 01:53:49.014507256,40
1229,163,210,"[1, 45, 102, 153, 378, 379, 433, 497]",182.6,0.0,2024-03-24 10:39:40.790395200,19
1230,264,849,"[9, 116, 284, 299, 326, 340, 365, 414]",197.4,206.28,2024-03-24 19:25:32.566283144,94
1231,68,839,"[50, 89, 168, 195, 311, 389, 422, 425]",157.0,83.48,2024-03-25 04:11:24.342171088,63
1232,107,370,"[29, 86, 126, 129, 181, 409, 439, 480]",189.6,0.0,2024-03-25 12:57:16.118059032,86
1233,67,941,"[8, 20, 53, 121, 124, 282, 392, 486]",212.8,0.0,2024-03-25 21:43:07.893946976,17
1234,199,564,"[6, 57, 101, 171, 192, 239, 295, 489]",207.0,0.0,2024-03-26 06:28:59.669834920,38
1235,192,628,"[7, 84, 86, 97, 298, 319, 346, 495]",237.1,182.11,2024-03-26 15:14:51.445722864,8
1236,2,893,"[31, 57, 181, 192, 194, 220, 275, 389]",141.9,163.65,2024-03-27 00:00:43.221610808,47
1237,257,458,"[35, 67, 130, 168, 204, 233, 430, 476]",201.8,0.0,2024-03-27 08:46:34.997498752,29
1238,1,895,"[20, 195, 235, 246, 324, 380, 408, 467]",230.4,685.03,2024-03-27 17:32:26.773386696,20
1239,115,577,"[16, 60, 119, 121, 253, 254, 308, 397]",194.0,448.59,2024-03-28 02:18:18.549274640,11
1240,88,642,"[92, 109, 121, 155, 232, 246, 472, 485]",157.4,0.0,2024-03-28 11:04:10.325162584,43
1241,197,689,"[113, 122, 169, 187, 276, 307, 404, 491]",169.7,326.8,2024-03-28 19:50:02.101050528,36
1242,92,790,"[34, 83, 128, 132, 250, 343, 350, 399]",190.9,242.35,2024-03-29 04:35:53.876938472,77
1243,274,992,"[72, 99, 117, 152, 186, 321, 358, 480]",166.6,0.0,2024-03-29 13:21:45.652826416,5
1244,160,925,"[5, 27, 56, 171, 197, 351, 390, 459]",136.9,252.87,2024-03-29 22:07:37.428714360,73
1245,173,163,"[163, 172, 187, 198, 206, 383, 388, 406]",158.6,377.23,2024-03-30 06:53:29.204602304,65
1246,33,977,"[76, 78, 126, 179, 321, 385, 388, 453]",122.4,305.7,2024-03-30 15:39:20.980490248,94
1247,73,332,"[18, 21, 62, 128, 153, 297, 330, 404]",156.6,0.0,2024-03-31 00:25:12.756378192,27
1248,196,664,"[67, 73, 111, 144, 242, 305, 320, 476]",200.5,0.0,2024-03-31 09:11:04.532266136,85
1249,284,350,"[4, 128, 141, 175, 324, 368, 377, 456]",218.0,252.46,2024-03-31 17:56:56.308154080,10
1250,87,748,"[53, 64, 87, 196, 226, 271, 297, 354]",173.6,475.86,2024-04-01 02:42:48.084042024,34
1251,224,670,"[16, 53, 85, 248, 317, 348, 354, 403]",144.5,177.58,2024-04-01 11:28:39.859929968,3
1252,44,468,"[5, 155, 268, 288, 329, 334, 339, 432]",154.7,0.0,2024-04-01 20:14:31.635817912,24
1253,138,426,"[34, 138, 169, 190, 198, 346, 444, 486]",130.8,294.21,2024-04-02 05:00:23.411705856,70
1254,270,327,"[14, 15, 31, 137, 194, 212, 331, 494]",127.0,0.0,2024-04-02 13:46:15.187593800,10
1255,36,106,"[6, 117, 175, 255, 296, 436, 462, 478]",158.8,367.97,2024-04-02 22:32:06.963481744,95
1256,34,818,"[44, 126, 143, 342, 371, 406, 449, 477]",105.3,108.34,2024-04-03 07:17:58.739369688,38
1257,88,255,"[68, 102, 264, 302, 386, 390, 401, 413]",162.2,0.0,2024-04-03 16:03:50.515257632,25
1258,146,358,"[10, 155, 160, 188, 207, 279, 347, 399]",178.4,270.7,2024-04-04 00:49:42.291145576,38
